id,time-id,mean,sd
689.0,1,1203.40,889.80
690.0,1,22823.83,43481.31
691.0,1,2452.02,4447.75
692.0,1,3726.00,4032.42
693.0,1,6352.07,7592.36
694.0,1,345.67,588.21
695.0,1,6308.52,7611.94
696.0,1,4226.78,9116.67
697.0,1,2478.20,4440.56
698.0,1,5006.09,5507.10
699.0,1,3600.26,3919.91
700.0,1,45365.82,79184.30
701.0,1,2475.78,4441.56
702.0,1,2851.57,2102.49
703.0,1,1102.00,885.89
704.0,1,5091.00,5491.35
705.0,1,6214.76,6627.24
706.0,1,7330.94,6508.17
707.0,1,6313.55,7610.60
708.0,1,23714.84,45478.98
709.0,1,4370.03,8551.72
710.0,1,7318.56,6511.21
711.0,1,984.30,702.18
712.0,1,44303.76,79510.22
713.0,1,6327.34,7605.69
714.0,1,5917.76,6630.58
715.0,1,4263.93,8573.61
716.0,1,14389.05,20492.30
717.0,1,1.71,1.58
719.0,1,410.82,850.80
720.0,1,3694.00,0
721.0,1,4401.59,8537.58
722.0,1,964.67,1297.60
723.0,1,3103.43,2045.41
724.0,1,5.43,8.52
725.0,1,410.91,850.76
726.0,1,413.64,849.22
727.0,1,5004.67,4917.74
728.0,1,68346.08,22729.28
729.0,1,2884.78,1852.68
730.0,1,7346.97,8285.58
731.0,1,2599.80,4189.74
732.0,1,6312.77,7610.82
733.0,1,7093.90,8346.81
734.0,1,7344.44,6503.86
735.0,1,2608.80,4185.91
736.0,1,4575.91,10305.49
737.0,1,5794.97,12100.27
738.0,1,2579.64,4196.48
739.0,1,4225.38,9116.92
740.0,1,380.00,400.27
741.0,1,5841.44,12083.41
742.0,1,5022.57,4905.90
743.0,1,334.17,591.23
744.0,1,3175.50,3363.52
745.0,1,393.47,393.67
746.0,1,37849.53,70272.87
747.0,1,23550.53,45524.80
748.0,1,23187.16,45556.57
749.0,1,22390.66,45290.81
750.0,1,9060.62,3813.50
751.0,1,23737.59,45471.09
752.0,1,23266.06,45557.80
753.0,1,351.27,389.88
754.0,1,10675.54,6714.22
755.0,1,2472.57,4442.78
756.0,1,4226.03,8571.87
757.0,1,334.54,591.22
758.0,1,23502.78,45534.44
759.0,1,23377.97,45551.82
760.0,1,23804.53,45445.68
761.0,1,23301.62,45556.88
762.0,1,5134.62,5466.34
763.0,1,754.60,1134.15
764.0,1,22983.79,43450.33
765.0,1,5019.84,5507.48
766.0,1,4355.72,8556.98
767.0,1,2756.75,3114.60
768.0,1,3801.83,4011.92
769.0,1,22607.62,43495.11
770.0,1,2421.41,4445.99
771.0,1,378.40,400.57
772.0,1,2484.51,4437.62
773.0,1,1177.80,900.74
774.0,1,6313.08,7610.73
775.0,1,3170.14,1987.71
776.0,1,347.54,587.18
777.0,1,342.67,589.54
778.0,1,336.08,591.11
779.0,1,2585.80,4194.69
780.0,1,15264.05,20449.81
781.0,1,23060.14,43429.30
782.0,1,3222.92,3347.91
783.0,1,5365.00,11976.21
784.0,1,7291.69,6514.80
785.0,1,5801.78,12098.17
786.0,1,6140.96,7519.30
787.0,1,23288.88,45557.32
788.0,1,2454.00,4447.49
789.0,1,22931.34,43462.44
790.0,1,4282.41,9101.07
791.0,1,23490.62,45536.62
792.0,1,23164.03,45555.35
793.0,1,66134.33,23375.25
794.0,1,69128.75,21808.58
795.0,1,4263.50,9107.63
796.0,1,4260.97,9108.41
797.0,1,4141.03,9118.76
798.0,1,45372.18,79180.85
799.0,1,45331.29,79202.76
800.0,1,11119.92,6377.48
801.0,1,7285.97,6515.03
802.0,1,5.29,8.60
803.0,1,349.64,854.57
804.0,1,65551.33,23088.34
805.0,1,408.45,852.04
806.0,1,319.62,587.02
807.0,1,4402.21,8537.26
808.0,1,405.82,853.31
809.0,1,334.54,591.22
810.0,1,1145.33,1197.53
811.0,1,3553.00,3931.89
812.0,1,2217.14,720.10
813.0,1,760.50,1130.73
814.0,1,67856.17,23112.41
815.0,1,4269.22,9105.78
816.0,1,23035.48,43436.54
817.0,1,6190.71,6638.39
818.0,1,45248.76,79244.72
819.0,1,745.00,1138.99
