id,time-id,mean,sd
235.0,7,1523.69,2031.65
236.0,1,3.69,7.36
236.0,2,49.81,87.15
236.0,3,896.56,3745.84
236.0,4,3021.88,12286.98
236.0,5,8071.38,15853.88
236.0,6,9637.91,12353.34
236.0,7,1557.09,2076.36
237.0,1,0.14,0.57
237.0,2,3.38,8.74
237.0,3,95.66,152.42
237.0,4,286.48,345.76
237.0,5,1306.00,2794.72
237.0,6,4093.03,4446.11
237.0,7,1018.07,1217.73
238.0,1,0.00,0.00
238.0,2,0.00,0.00
238.0,3,0.00,0.00
238.0,4,67.00,52.00
238.0,5,469.50,356.50
238.0,6,667.00,361.00
238.0,7,75.00,36.00
239.0,1,2.31,5.01
239.0,2,100.72,381.45
