time-id,method,spot,id
6,neighborhood,hot,623
6,neighborhood,hot,627
6,neighborhood,hot,631
6,neighborhood,hot,633
6,neighborhood,hot,640
6,neighborhood,hot,657
6,neighborhood,hot,661
6,neighborhood,hot,669
6,neighborhood,hot,692
6,neighborhood,hot,699
6,neighborhood,hot,714
6,neighborhood,hot,728
6,neighborhood,hot,732
6,neighborhood,hot,733
6,neighborhood,hot,736
6,neighborhood,hot,747
6,neighborhood,hot,755
6,neighborhood,hot,783
6,neighborhood,hot,786
6,neighborhood,hot,789
6,neighborhood,hot,791
6,neighborhood,hot,797
6,neighborhood,hot,818
6,state,hot,103
6,state,hot,104
6,state,hot,107
6,state,hot,124
6,state,hot,145
6,state,hot,150
6,state,hot,154
6,state,hot,174
6,state,hot,178
6,state,hot,188
6,state,hot,206
6,state,hot,216
6,state,hot,222
6,state,hot,252
6,state,hot,287
6,state,hot,295
6,state,hot,303
6,state,hot,329
6,state,hot,331
6,state,hot,351
6,state,hot,355
6,state,hot,359
6,state,hot,361
6,state,hot,362
6,state,hot,387
6,state,hot,395
6,state,hot,409
6,state,hot,411
6,state,hot,468
6,state,hot,527
6,state,hot,531
6,state,hot,534
6,state,hot,547
6,state,hot,599
6,state,hot,600
6,state,hot,613
6,state,hot,623
6,state,hot,627
6,state,hot,640
6,state,hot,657
6,state,hot,692
6,state,hot,714
6,state,hot,736
6,state,hot,739
6,state,hot,770
6,state,hot,789
7,neighborhood,cold,102
7,neighborhood,cold,109
7,neighborhood,cold,119
7,neighborhood,cold,137
7,neighborhood,cold,175
7,neighborhood,cold,182
7,neighborhood,cold,204
7,neighborhood,cold,242
7,neighborhood,cold,275
7,neighborhood,cold,277
7,neighborhood,cold,278
7,neighborhood,cold,296
7,neighborhood,cold,297
7,neighborhood,cold,298
7,neighborhood,cold,307
7,neighborhood,cold,309
7,neighborhood,cold,318
7,neighborhood,cold,378
7,neighborhood,cold,414
7,neighborhood,cold,420
7,neighborhood,cold,443
7,neighborhood,cold,455
7,neighborhood,cold,467
7,neighborhood,cold,471
7,neighborhood,cold,499
7,neighborhood,cold,517
7,neighborhood,cold,532
7,neighborhood,cold,537
7,neighborhood,cold,562
7,neighborhood,cold,587
7,neighborhood,cold,597
7,neighborhood,cold,598
7,neighborhood,cold,613
7,neighborhood,cold,614
7,neighborhood,cold,615
7,neighborhood,cold,633
7,neighborhood,cold,647
7,neighborhood,cold,665
7,neighborhood,cold,681
7,neighborhood,cold,686
7,neighborhood,cold,704
7,neighborhood,cold,750
7,neighborhood,cold,752
7,neighborhood,cold,798
7,neighborhood,cold,799
7,neighborhood,hot,103
7,neighborhood,hot,104
7,neighborhood,hot,108
7,neighborhood,hot,120
7,neighborhood,hot,124
7,neighborhood,hot,128
7,neighborhood,hot,130
7,neighborhood,hot,132
7,neighborhood,hot,133
7,neighborhood,hot,134
7,neighborhood,hot,141
7,neighborhood,hot,144
7,neighborhood,hot,145
7,neighborhood,hot,152
7,neighborhood,hot,153
7,neighborhood,hot,157
7,neighborhood,hot,159
7,neighborhood,hot,168
7,neighborhood,hot,172
7,neighborhood,hot,174
7,neighborhood,hot,188
7,neighborhood,hot,197
7,neighborhood,hot,198
7,neighborhood,hot,206
7,neighborhood,hot,210
7,neighborhood,hot,216
7,neighborhood,hot,222
7,neighborhood,hot,235
7,neighborhood,hot,251
7,neighborhood,hot,255
7,neighborhood,hot,259
7,neighborhood,hot,261
7,neighborhood,hot,287
7,neighborhood,hot,313
7,neighborhood,hot,317
7,neighborhood,hot,320
7,neighborhood,hot,321
7,neighborhood,hot,325
7,neighborhood,hot,329
7,neighborhood,hot,335
7,neighborhood,hot,344
7,neighborhood,hot,349
7,neighborhood,hot,351
7,neighborhood,hot,355
7,neighborhood,hot,356
7,neighborhood,hot,359
7,neighborhood,hot,361
7,neighborhood,hot,368
7,neighborhood,hot,370
7,neighborhood,hot,379
7,neighborhood,hot,381
7,neighborhood,hot,384
7,neighborhood,hot,387
7,neighborhood,hot,409
7,neighborhood,hot,411
7,neighborhood,hot,417
7,neighborhood,hot,424
7,neighborhood,hot,431
7,neighborhood,hot,435
7,neighborhood,hot,451
7,neighborhood,hot,457
7,neighborhood,hot,459
7,neighborhood,hot,460
7,neighborhood,hot,463
7,neighborhood,hot,468
7,neighborhood,hot,489
7,neighborhood,hot,490
7,neighborhood,hot,493
7,neighborhood,hot,494
7,neighborhood,hot,521
7,neighborhood,hot,527
7,neighborhood,hot,531
7,neighborhood,hot,534
7,neighborhood,hot,538
7,neighborhood,hot,545
7,neighborhood,hot,547
7,neighborhood,hot,599
7,neighborhood,hot,600
7,neighborhood,hot,612
7,neighborhood,hot,617
7,neighborhood,hot,631
7,neighborhood,hot,640
7,neighborhood,hot,653
7,neighborhood,hot,657
7,neighborhood,hot,661
7,neighborhood,hot,680
7,neighborhood,hot,728
7,neighborhood,hot,729
7,neighborhood,hot,733
7,neighborhood,hot,735
7,neighborhood,hot,736
7,neighborhood,hot,746
7,neighborhood,hot,760
7,neighborhood,hot,768
7,neighborhood,hot,783
7,neighborhood,hot,786
7,neighborhood,hot,818
7,state,cold,109
7,state,cold,414
7,state,cold,480
7,state,cold,754
7,state,hot,103
7,state,hot,104
7,state,hot,120
7,state,hot,124
7,state,hot,145
7,state,hot,159
7,state,hot,172
7,state,hot,174
7,state,hot,178
7,state,hot,188
7,state,hot,198
7,state,hot,206
7,state,hot,216
7,state,hot,222
7,state,hot,252
7,state,hot,259
7,state,hot,287
7,state,hot,295
7,state,hot,303
7,state,hot,313
7,state,hot,319
7,state,hot,322
7,state,hot,329
7,state,hot,339
7,state,hot,351
7,state,hot,355
7,state,hot,359
7,state,hot,361
7,state,hot,379
7,state,hot,387
7,state,hot,395
7,state,hot,409
7,state,hot,411
7,state,hot,416
7,state,hot,421
7,state,hot,435
7,state,hot,457
7,state,hot,463
7,state,hot,468
7,state,hot,489
7,state,hot,490
7,state,hot,527
7,state,hot,531
7,state,hot,534
7,state,hot,538
7,state,hot,547
7,state,hot,640
7,state,hot,650
7,state,hot,657
7,state,hot,729
7,state,hot,733
7,state,hot,735
7,state,hot,773
7,state,hot,789
8,neighborhood,cold,109
8,neighborhood,cold,119
8,neighborhood,cold,128
8,neighborhood,cold,137
8,neighborhood,cold,166
8,neighborhood,cold,198
8,neighborhood,cold,204
8,neighborhood,cold,209
8,neighborhood,cold,242
8,neighborhood,cold,254
8,neighborhood,cold,266
8,neighborhood,cold,275
8,neighborhood,cold,278
8,neighborhood,cold,292
8,neighborhood,cold,307
8,neighborhood,cold,337
8,neighborhood,cold,340
8,neighborhood,cold,370
8,neighborhood,cold,377
8,neighborhood,cold,378
8,neighborhood,cold,393
8,neighborhood,cold,413
8,neighborhood,cold,414
8,neighborhood,cold,443
8,neighborhood,cold,466
8,neighborhood,cold,467
8,neighborhood,cold,469
8,neighborhood,cold,475
8,neighborhood,cold,497
8,neighborhood,cold,499
8,neighborhood,cold,502
8,neighborhood,cold,532
8,neighborhood,cold,535
8,neighborhood,cold,587
8,neighborhood,cold,593
8,neighborhood,cold,597
8,neighborhood,cold,609
8,neighborhood,cold,613
8,neighborhood,cold,615
8,neighborhood,cold,634
8,neighborhood,cold,655
8,neighborhood,cold,658
